alpha,beta,total_ord_inf,total_mis_inf,total
0.8500000000000003,0.24999999999999994,0.26437866501541957,0.48764603191673883,0.7520246969321585
0.9000000000000004,0.24999999999999994,0.2481127502777616,0.4890433909514014,0.7371561412291631
0.9500000000000004,0.24999999999999994,0.22416599490594538,0.49049555326456573,0.7146615481705111
1.0000000000000004,0.24999999999999994,0.0,0.49205057840776417,0.49205057840776417
0.5,0.2599999999999999,0.3295901763560369,0.4827399376915604,0.8123301140475973
0.55,0.2599999999999999,0.3250754928608371,0.48373672663977535,0.8088122195006124
0.6000000000000001,0.2599999999999999,0.32000229545060316,0.4847415679029705,0.8047438633535737
0.6500000000000001,0.2599999999999999,0.3142424397896013,0.48575742015419154,0.7999998599437929
0.7000000000000002,0.2599999999999999,0.3076189997637758,0.4867884006240218,0.7944074003877977
0.7500000000000002,0.2599999999999999,0.2998786093242951,0.4878397894110989,0.787718398735394
0.8000000000000003,0.2599999999999999,0.29063951746742483,0.4889177699447521,0.779557287412177
0.8500000000000003,0.2599999999999999,0.2792797032620556,0.49002890874939053,0.7693086120114461
0.9000000000000004,0.2599999999999999,0.2646364142711321,0.49117964519020146,0.7558160594613336
0.9500000000000004,0.2599999999999999,0.24371683746717962,0.4923768225591701,0.7360936600263497
1.0000000000000004,0.2599999999999999,0.0,0.4936502021180677,0.4936502021180677
0.5,0.2699999999999999,0.33988047792798093,0.48601866454152587,0.8258991424695068
0.55,0.2699999999999999,0.33564119532355274,0.486831161253833,0.8224723565773857
0.6000000000000001,0.2699999999999999,0.33089436445961373,0.4876501266582026,0.8185444911178164
0.6500000000000001,0.2699999999999999,0.3255257115394084,0.4884783712623098,0.8140040828017182
0.7000000000000002,0.2699999999999999,0.31937870392091156,0.48931974136261763,0.8086984452835292
0.7500000000000002,0.2699999999999999,0.3122317059231579,0.4901790989080222,0.8024108048311801
0.8000000000000003,0.2699999999999999,0.3037561134260818,0.4910620365202012,0.794818149946283
0.8500000000000003,0.2699999999999999,0.2934287971609962,0.49197430900609596,0.7854031061670921
0.9000000000000004,0.2699999999999999,0.2803060783015902,0.4929211724978406,0.7732272507994309
0.9500000000000004,0.2699999999999999,0.26210479465061615,0.4939073639777503,0.7560121586283665
1.0000000000000004,0.2699999999999999,0.0,0.4949504487375694,0.4949504487375694
0.5,0.2799999999999999,0.3495391646360444,0.48870150451885885,0.8382406691549033
0.55,0.2799999999999999,0.345575817717661,0.48936242020754067,0.8349382379252017
0.6000000000000001,0.2799999999999999,0.3411529042323045,0.49002860472127147,0.8311815089535759
0.6500000000000001,0.2799999999999999,0.33616899150623425,0.4907026800243733,0.8268716715306075
0.7000000000000002,0.2799999999999999,0.33048628700078103,0.49138819146050317,0.8218744784612841
0.7500000000000002,0.2799999999999999,0.32391199714747565,0.4920895699694483,0.816001567116924
0.8000000000000003,0.2799999999999999,0.3161650547693874,0.4928118341566954,0.8089768889260828
0.8500000000000003,0.2799999999999999,0.30680865455789985,0.4935599992556061,0.800368653813506
0.9000000000000004,0.2799999999999999,0.2950831666340581,0.4943383280212221,0.7894214946552802
0.9500000000000004,0.2799999999999999,0.2792656072036447,0.4951499590542534,0.7744155662578981
1.0000000000000004,0.2799999999999999,0.0,0.49600464407314065,0.49600464407314065
0.5,0.2899999999999999,0.3586115356391683,0.4908938618724239,0.8495053975115923
0.55,0.2899999999999999,0.3549198752402326,0.49143020545580735,0.84635008069604
0.6000000000000001,0.2899999999999999,0.35081332032854134,0.49197090230173524,0.8427842226302766
0.6500000000000001,0.2899999999999999,0.346202143721209,0.49251836529213827,0.8387205090133473
0.7000000000000002,0.2899999999999999,0.34096549072657917,0.4930758283976743,0.8340413191242535
0.7500000000000002,0.2899999999999999,0.3349363243559766,0.49364729668339913,0.8285836210393758
0.8000000000000003,0.2899999999999999,0.3278752970077135,0.49423724508722644,0.82211254209494
0.8500000000000003,0.2899999999999999,0.3194194235900074,0.49485002431850766,0.8142694479085151
0.9000000000000004,0.2899999999999999,0.30896018000620024,0.49548906984107216,0.8044492498472724
0.9500000000000004,0.2899999999999999,0.2952038506053491,0.4961563189678657,0.7913601695732149
1.0000000000000004,0.2899999999999999,0.0,0.4968566484419224,0.4968566484419224
0.5,0.29999999999999993,0.3671382649886217,0.49268242433291004,0.8598206893215317
0.55,0.29999999999999993,0.36371051212977556,0.4931165284718552,0.8568270406016307
0.6000000000000001,0.29999999999999993,0.35990906373114934,0.49355427956108433,0.8534633432922336
0.6500000000000001,0.29999999999999993,0.35565472906573325,0.4939978743012172,0.8496526033669505
0.7000000000000002,0.29999999999999993,0.3508417605135542,0.49445023768785085,0.8452919982014051
0.7500000000000002,0.29999999999999993,0.345325804675409,0.49491496503436444,0.8402407697097735
0.8000000000000003,0.29999999999999993,0.33890360048282814,0.49539602461426846,0.8342996250970967
0.8500000000000003,0.29999999999999993,0.3312743440774151,0.49589717454897725,0.8271715186263924
0.9000000000000004,0.29999999999999993,0.3219516223294221,0.49642116272497,0.818372785054392
0.9500000000000004,0.29999999999999993,0.3099646083550652,0.4969690272877762,0.8069336356428414
1.0000000000000004,0.29999999999999993,0.0,0.49754264141166354,0.49754264141166354
0.5,0.3099999999999999,0.37515609308098397,0.49413865539978663,0.8692947484807706
0.55,0.3099999999999999,0.37198194045117966,0.49448899607903635,0.866470936530216
0.6000000000000001,0.3099999999999999,0.3684717840219417,0.49484243074193174,0.8633142147638735
0.6500000000000001,0.3099999999999999,0.3645558202264698,0.4952009416341524,0.8597567618606222
0.7000000000000002,0.3099999999999999,0.3601416335561419,0.4955671552074954,0.8557087887636373
0.7500000000000002,0.3099999999999999,0.3551046323651699,0.495944279345086,0.851048911710256
0.8000000000000003,0.3099999999999999,0.34927242906090894,0.4963358148805468,0.8456082439414557
0.8500000000000003,0.3099999999999999,0.3423960313103129,0.4967449929671102,0.8391410242774231
0.9000000000000004,0.3099999999999999,0.33408668932888624,0.49717398785324945,0.8312606771821357
0.9500000000000004,0.3099999999999999,0.3236139571353069,0.4976231618551803,0.8212371189904872
1.0000000000000004,0.3099999999999999,0.0,0.4980925313293722,0.4980925313293722
0.5,0.3199999999999999,0.3826983834838149,0.49532156756013357,0.8780199510439485
0.55,0.3199999999999999,0.3797657932968878,0.4956034270861225,0.8753692203830103
0.6000000000000001,0.3199999999999999,0.3765314481597055,0.4958879397342514,0.8724193878939569
0.6500000000000001,0.3199999999999999,0.3729338384810165,0.49617688062771476,0.8691107191087313
0.7000000000000002,0.3199999999999999,0.3688922162845669,0.49647259289092527,0.8653648091754922
0.7500000000000002,0.3199999999999999,0.36429906326730355,0.49677792239881163,0.8610769856661151
0.8000000000000003,0.3199999999999999,0.35900819182224303,0.4970959414453076,0.8561041332675506
0.8500000000000003,0.3199999999999999,0.3528134571016761,0.4974294124808194,0.8502428695824955
0.9000000000000004,0.3199999999999999,0.3454037375280801,0.49778002738804616,0.8431837649161262
0.9500000000000004,0.3199999999999999,0.33622679936334227,0.49814763432533316,0.8343744336886754
1.0000000000000004,0.3199999999999999,0.0,0.4985310780053017,0.4985310780053017
0.5,0.3299999999999999,0.38979557886921296,0.4962799449084795,0.8860755237776925
0.55,0.3299999999999999,0.3870914150225795,0.49650595362473454,0.883597368647314
0.6000000000000001,0.3299999999999999,0.3841164379921139,0.49673425657424425,0.8808506945663581
0.6500000000000001,0.3299999999999999,0.38081641787586384,0.4969664325042497,0.8777828503801135
0.7000000000000002,0.3299999999999999,0.377120751376044,0.4972045590770598,0.8743253104531038
0.7500000000000002,0.3299999999999999,0.3729365790397452,0.4974511467840669,0.8703877258238121
0.8000000000000003,0.3299999999999999,0.3681398189653084,0.4977088767011362,0.8658486956664446
0.8500000000000003,0.3299999999999999,0.36255958795097976,0.4979800938067603,0.86053968175774
0.9000000000000004,0.3299999999999999,0.35594627996110634,0.49826608055048854,0.8542123605115949
0.9500000000000004,0.3299999999999999,0.34787982147967533,0.4985662875679833,0.8464461090476587
1.0000000000000004,0.3299999999999999,0.0,0.4988787927059028,0.4988787927059028
0.5,0.33999999999999986,0.39630905402071986,0.4966639636953625,0.8929730177160824
0.55,0.33999999999999986,0.39383147666505364,0.49686128839836213,0.8906927650634158
0.6000000000000001,0.33999999999999986,0.39111228061943454,0.49706093702767207,0.8881732176471067
0.6500000000000001,0.33999999999999986,0.388103852470906,0.49726440651560344,0.8853682589865095
0.7000000000000002,0.33999999999999986,0.384744524954108,0.49747369979752826,0.8822182247516362
0.7500000000000002,0.33999999999999986,0.38095390817662145,0.49769129080913566,0.8786451989857571
0.8000000000000003,0.33999999999999986,0.3766261044831136,0.4979199038049865,0.8745460082881001
0.8500000000000003,0.33999999999999986,0.3716183546958061,0.49816204848709045,0.8697804031828966
0.9000000000000004,0.33999999999999986,0.36572845993196124,0.4984193199155133,0.8641477798474746
0.9500000000000004,0.33999999999999986,0.3586324778186337,0.4986916237844207,0.8573241016030544
1.0000000000000004,0.33999999999999986,0.0,0.4989775389423734,0.4989775389423734
0.5,0.34999999999999987,0.4023842384418731,0.4968135759061005,0.8991978143479735
0.55,0.34999999999999987,0.400122520063895,0.49699380985748226,0.8971163299213772
0.6000000000000001,0.34999999999999987,0.3976460418498763,0.49717650389464874,0.894822545744525
0.6500000000000001,0.34999999999999987,0.3949130795658831,0.49736311823897006,0.8922761978048532
0.7000000000000002,0.34999999999999987,0.39186974148920084,0.4975556550904192,0.88942539657962
0.7500000000000002,0.34999999999999987,0.38844619434711464,0.4977566689139621,0.8862028632610768
0.8000000000000003,0.34999999999999987,0.384551497341403,0.4979691022233697,0.8825205995647727
0.8500000000000003,0.34999999999999987,0.3800653754751083,0.49819587384809527,0.8782612493232036
0.9000000000000004,0.34999999999999987,0.37482234926524344,0.4984392099314519,0.8732615591966953
0.9500000000000004,0.34999999999999987,0.368569282054213,0.4986998683540216,0.8672691504082346
1.0000000000000004,0.34999999999999987,0.0,0.4989775389423734,0.4989775389423734
0.5,0.3599999999999999,0.408127986002719,0.4969508702955926,0.9050788562983116
0.55,0.3599999999999999,0.4060655501469863,0.497115758891323,0.9031813090383093
0.6000000000000001,0.3599999999999999,0.403812395340158,0.4972831798652845,0.9010955752054425
0.6500000000000001,0.3599999999999999,0.4013319189120804,0.49745454886034185,0.8987864677724222
0.7000000000000002,0.3599999999999999,0.39857691486375113,0.4976318516816085,0.8962087665453596
0.7500000000000002,0.3599999999999999,0.3954864853279724,0.4978176978664789,0.8933041831944513
0.8000000000000003,0.3599999999999999,0.3919820990939723,0.49801521399142146,0.8899973130853938
0.8500000000000003,0.3599999999999999,0.3879616951539515,0.49822769097658415,0.8861893861305357
0.9000000000000004,0.3599999999999999,0.3832886599829044,0.4984579574547355,0.8817466174376398
0.9500000000000004,0.3599999999999999,0.3777629595158542,0.49870761940700153,0.8764705789228557
1.0000000000000004,0.3599999999999999,0.0,0.4989775389423734,0.4989775389423734
0.5,0.3699999999999999,0.4135554321805525,0.49707708722987626,0.9106325194104288
0.55,0.3699999999999999,0.41167652765077967,0.49722816770252887,0.9089046953533085
0.6000000000000001,0.3699999999999999,0.40962836197877367,0.49738180345374183,0.9070101654325156
0.6500000000000001,0.3699999999999999,0.40737877833546654,0.497539359421585,0.9049181377570515
0.7000000000000002,0.3699999999999999,0.4048863126456743,0.49770279178231763,0.9025891044279919
0.7500000000000002,0.3699999999999999,0.4020976248706939,0.497874742452971,0.8999723673236648
0.8000000000000003,0.3699999999999999,0.3989444752413556,0.4980584901899299,0.8970029654312855
0.8500000000000003,0.3699999999999999,0.3953395581413142,0.4982576617507337,0.8935972198920479
0.9000000000000004,0.3699999999999999,0.39116899080952916,0.49847565785682185,0.889644648666351
0.9500000000000004,0.3699999999999999,0.38627279773062767,0.4987149232731712,0.8849877210037989
1.0000000000000004,0.3699999999999999,0.0,0.4989775389423734,0.4989775389423734
0.5,0.3799999999999999,0.4186815202921775,0.497193326851741,0.9158748471439184
0.55,0.3799999999999999,0.41697128150077456,0.49733195658511714,0.9143032380858918
0.6000000000000001,0.3799999999999999,0.41511088960287656,0.4974731266135033,0.9125840162163799
0.6500000000000001,0.3799999999999999,0.41307204351757665,0.49761814652634606,0.9106901900439227
0.7000000000000002,0.3799999999999999,0.4108182099711188,0.4977689317856927,0.9085871417568114
0.7500000000000002,0.3799999999999999,0.4083024445843279,0.4979281365538867,0.9062305811382145
0.8000000000000003,0.3799999999999999,0.40546504868120165,0.498099162172847,0.9035642108540487
0.8500000000000003,0.3799999999999999,0.4022306830074493,0.4982859360121665,0.9005166190196158
0.9000000000000004,0.3799999999999999,0.3985034084639843,0.498492399245603,0.8969958077095873
0.9500000000000004,0.3799999999999999,0.3941536597240259,0.4987218218723151,0.892875481596341
1.0000000000000004,0.3799999999999999,0.0,0.4989775389423734,0.4989775389423734
0.5,0.38999999999999985,0.42352090307318596,0.4973005658905565,0.9208214689637424
0.55,0.38999999999999985,0.4219653803668782,0.4974279464385812,0.9193933268054594
0.6000000000000001,0.38999999999999985,0.42027668848597044,0.49755782356357897,0.9178345120495495
0.6500000000000001,0.38999999999999985,0.4184298700060993,0.4976914481173141,0.9161213181234134
0.7000000000000002,0.38999999999999985,0.4163926294589924,0.49783068565691313,0.9142233151159056
0.7500000000000002,0.38999999999999985,0.414123443056829,0.49797818481015,0.912101627866979
0.8000000000000003,0.38999999999999985,0.4115697135196847,0.49813744214414957,0.9097071556638343
0.8500000000000003,0.38999999999999985,0.4086658253423208,0.49831265162534727,0.9069784769676681
0.9000000000000004,0.38999999999999985,0.4053300471455304,0.4985082624824417,0.9038383096279721
0.9500000000000004,0.38999999999999985,0.4014560500187422,0.498728353007547,0.9001844030262891
1.0000000000000004,0.38999999999999985,0.0,0.4989775389423734,0.4989775389423734
0.5,0.39999999999999986,0.42808786586720016,0.49739967246351513,0.9254875383307153
0.55,0.39999999999999986,0.4266740324920258,0.49751686998460704,0.9241909024766328
0.6000000000000001,0.39999999999999986,0.4251421037697141,0.4976364989006731,0.9227786026703872
0.6500000000000001,0.39999999999999986,0.42347002367144815,0.4977597489932913,0.9212297726647394
0.7000000000000002,0.39999999999999986,0.421629145081157,0.4978884283886998,0.9195175734698569
0.7500000000000002,0.39999999999999986,0.4195825500576204,0.4980251645577283,0.9176077146153487
0.8000000000000003,0.39999999999999986,0.4172835625422228,0.4981735240924708,0.9154570866346936
0.8500000000000003,0.39999999999999986,0.41467449068464673,0.4983379348821463,0.9130124255667931
0.9000000000000004,0.39999999999999986,0.41168489175044126,0.49852332143946515,0.9102082131899064
0.9500000000000004,0.39999999999999986,0.4082263070880136,0.49873455071146655,0.9069608577994801
1.0000000000000004,0.39999999999999986,0.0,0.4989775389423734,0.4989775389423734
